No,Jenis BMN,Kode Satker,Nama Satker,Kode Barang,NUP,Nama Barang,Merk,Tipe,Kondisi,Nama,Tanggal Perolehan,Nilai Perolehan,Nilai Buku,Status Penggunaan,gps_latitude,gps_longitude,Alamat,RT/RW,Kelurahan/Desa,Kecamatan,Kab/Kota,Provinsi,Nama K/L,Kode Register,KELOMPOK BMN,Kelompok Indeks,Indeks Total,Start_date,Nilai Premi
29,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,22,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-21,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-21 Permanen,2000-01-01,"1.004.521.000,00",772708465,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-21,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7847D06DB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1969865,681"
31,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,24,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-23,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-23 Permanen,2000-01-01,"1.004.521.000,00",772708465,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-23,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7847D06FB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1969865,681"
33,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,26,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-25,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-25 Permanen,2000-01-01,"1.004.521.000,00",772708465,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-25,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7848A99BB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1969865,681"
34,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,27,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-26,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-26 Permanen,2000-01-01,"1.101.727.500,00",855086853,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-26,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED78483D87B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"2160487,628"
35,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,28,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-27,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-27 Permanen,2000-01-01,"1.004.521.000,00",772708465,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-27,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED784B0583B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1969865,681"
36,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,29,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK A-28,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK A-28 Permanen,2000-01-01,"1.004.521.000,00",772708465,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK A-28,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED784B0586B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1969865,681"
38,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,31,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK B-I,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK B-I Permanen,2000-01-01,"778.336.000,00",631231114,Digunakan sendiri untuk dinas jabatan,,,JL.KOMPLEK DPR RI BLOK B-I,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7848A996B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1526316,896"
41,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,34,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK B-4,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK B-4 Permanen,2000-01-01,"591.668.000,00",455129225,Digunakan sendiri untuk dinas jabatan,,,JL.KOMPLEK DPR RI BLOK B-4,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED78484092B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1160260,948"
42,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,35,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK B-5,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK B-5 Permanen,2000-01-01,"591.668.000,00",455129225,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK B-5,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7847C3B7B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1160260,948"
46,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,39,Rumah Negara Golongan I Tipe A Permanen,KOMPLEK RJA DPR RI ULUJAMI BLOK B-9,Permanen,Baik,KOMPLEK RJA DPR RI ULUJAMI BLOK B-9 Permanen,2000-01-01,"591.668.000,00",455129225,Digunakan sendiri untuk dinas jabatan,,,JL. KOMPLEK DPR RI BLOK B-9,RT.001/RW.09,ULUJAMI,PESANGGRAHAN,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7846A136B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"1160260,948"
74,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,67,Rumah Negara Golongan I Tipe A Permanen,Komplek RJA DPR RI Kalibata Blok DD-2,,Baik,Komplek RJA DPR RI Kalibata Blok DD-2,2020-12-31,"1.535.302.181,00",1397124983,Digunakan sendiri untuk dinas jabatan,,,Komplek RJA DPR RI Kalibata DD-2,Rw.05 khusus,Rawajati,Pancoran,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7848A993B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"3010727,577"
75,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,68,Rumah Negara Golongan I Tipe A Permanen,Komplek RJA DPR RI Kalibata Blok EE-7,,Baik,Komplek RJA DPR RI Kalibata Blok EE-7,2020-12-31,"1.535.302.247,00",1397125047,Digunakan sendiri untuk dinas jabatan,,,Komplek RJA DPR RI Kalibata EE-7,Rw.05 khusus,Rawajati,Pancoran,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED784B0585B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"3010727,706"
77,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,70,Rumah Negara Golongan I Tipe A Permanen,Komplek RJA DPR RI Kalibata Blok EE-3,,Baik,Komplek RJA DPR RI Kalibata Blok EE-3,2020-12-31,"1.535.302.247,00",1397125047,Digunakan sendiri untuk dinas jabatan,,,Komplek RJA DPR RI Kalibata EE-3,Rw.05 khusus,Rawajati,Pancoran,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED784B85A3B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"3010727,706"
80,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,73,Rumah Negara Golongan I Tipe A Permanen,Komplek RJA DPR RI Kalibata Blok EE-6,,Baik,Komplek RJA DPR RI Kalibata Blok EE-6,2020-12-31,"1.535.302.251,00",1397125047,Digunakan sendiri untuk dinas jabatan,,,Komplek RJA DPR RI Kalibata EE-6,Rw.05 khusus,Rawajati,Pancoran,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7848A98FB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"3010727,714"
82,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010202004,2,Rumah Negara Golongan II Tipe B Permanen,,Permanen,Baik,Permanen,1986-01-01,"9.394.750,00",4076616,Digunakan sendiri untuk operasional,,,-,-,-,-,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7847C3BDB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"18423,10475"
83,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010202004,3,Rumah Negara Golongan II Tipe B Permanen,,Permanen,Baik,Permanen,1986-01-01,"9.394.750,00",4076616,Digunakan sendiri untuk operasional,,,,,,,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED78484098B30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"18423,10475"
85,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010202013,1,Rumah Negara Golongan II Tipe E Permanen,,Permanen,Baik,Permanen,1986-01-01,"4.370.583.550,00",1896505683,Digunakan sendiri untuk operasional,,,-,-,-,-,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,3",C4ED7846A13EB30BE0531561F20A4B72,BMN PREFEREN DIPA K/L,1,"0,3",01/01/2027,"8570714,342"
1,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010201001,1,Rumah Negara Golongan I Tipe A Permanen,Rumah Dinas Cilandak,A,Baik,Rumah Dinas Cilandak A,2009-12-29,"675.971.000,00",555261890,Sewa,,,Komp.MPR RI Jl.Anggrek No.1,004 / 07,Cilandak,Cilandak Barat,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640F48098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"1325579,131"
2,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010201001,3,Rumah Negara Golongan I Tipe A Permanen,Rumah Negara Gol I / A,-,Baik,Rumah Negara Gol I / A -,2017-12-19,"8.530.038.245,00",7459240133,Sewa,,,-,012/ 03,Kebayoran Baru,Senayan,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640F68098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,16727405
3,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010201007,1,Rumah Negara Golongan I Tipe C Permanen,Rumah Dinas Gol I tipe C,,Baik,Rumah Dinas Gol I tipe C,2009-12-29,"376.193.000,00",309015680,Sewa,,,"Komp. MPR RI, Jl. Nusa Indah No.78A",004/ 07,Cilandak,Cilandak Barat,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640ED8098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"737714,473"
4,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010201007,2,Rumah Negara Golongan I Tipe C Permanen,Rumah Dinas Gol I tipe C,C,Baik,Rumah Dinas Gol I tipe C C,2009-12-29,"899.336.000,00",738740285,Kerjasama,,,"Komp. MPR RI, Jl. Melati No. 78B",004 / 07,Cilandak,Cilandak Barat,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640F88098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"1763597,896"
5,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010202001,2,Rumah Negara Golongan II Tipe A Permanen,Pemborongan,A + 54,Baik,Pemborongan A + 54,1969-09-25,"736.400,00",0,Kerjasama,,,Komplek MPR RI No. A 127,004 / 07,Cilandak,Cilandak Barat,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640EF8098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"1444,0804"
6,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010202001,6,Rumah Negara Golongan II Tipe A Permanen,,A-54,Baik,A-54,2011-11-21,"758.275.000,00",629023585,Kerjasama,,,Komp.MPR Jl.Mawar No. A149,004/007,Cilandak,Cilandak Barat,KOTA JAKARTA SELATAN,DKI JAKARTA,"0,7",E2A9DF4640EE8098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"1486977,275"
7,RUMAH NEGARA,001010199000017000KP,MAJELIS PERMUSYAWARATAN RAKYAT RI,4010202004,2,Rumah Negara Golongan II Tipe B Permanen,Pembelian,B,Baik,Pembelian B,1975-01-18,"298.987.000,00",0,Sewa,,,Jl. Widya Chandra III No. 17 A,012 / 03,Senayan,Kebayoran Baru,KOTA JAKARTA PUSAT,DKI JAKARTA,"0,7",E2A9DF4640F28098E0531661F20A9568,BMN OPTIMALISASI,0,"0,7",,"586313,507"
105,RUMAH NEGARA,004010199003019000KP,SETJEN BPK RI,4010201001,5,Rumah Negara Golongan I Tipe A Permanen,RUMAH DINAS ESL I JGOLO,RUMAH JABATAN,Baik,RUMAH DINAS ESL I JGOLO RUMAH JABATAN,2007-12-18,"685.790.500,00",573899885,Digunakan sendiri untuk operasional,,,RAYA JOGLO,KAV NO.4,SRENGSENG,KEMBANGAN,KOTA JAKARTA BARAT,DKI JAKARTA,"0,5",E2AA275BFF572BB7E0531561F20A8614,NON ABMN,0,"0,5",,"1344835,171"
111,RUMAH NEGARA,004010199003019000KP,SETJEN BPK RI,4010201001,12,Rumah Negara Golongan I Tipe A Permanen,RUMAH DINAS ES-IB,RUMAH JABATAN,Baik,RUMAH DINAS ES-IB RUMAH JABATAN,2008-12-13,"603.811.000,00",493356630,Sewa,,,RAYA JOGLO,KAV NO.10,SRENGSENG,KEMBANGAN,KOTA JAKARTA BARAT,DKI JAKARTA,"0,5",E2AA275BFF312BB7E0531561F20A8614,BMN OPTIMALISASI,0,"0,5",,"1184073,371"
113,RUMAH NEGARA,004010199003019000KP,SETJEN BPK RI,4010201001,14,Rumah Negara Golongan I Tipe A Permanen,RUMAH DINAS ES-IB,RUMAH JABATAN,Baik,RUMAH DINAS ES-IB RUMAH JABATAN,2008-12-13,"492.206.000,00",402168320,Digunakan sendiri untuk operasional,,,RAYA JOGLO,KAV NO.12,SRENGSENG,KEMBANGAN,KOTA JAKARTA BARAT,DKI JAKARTA,"0,5",E2AA275BFF5D2BB7E0531561F20A8614,NON ABMN,0,"0,5",,"965215,966"
138,RUMAH NEGARA,004010200450799000KD,BPK PERWAKILAN PROVINSI JAWA BARAT,4010201007,4,Rumah Negara Golongan I Tipe C Permanen,Rumah Negara,,Baik,Rumah Negara,2018-12-31,"1.090.091.000,00",951103832,Digunakan sendiri untuk operasional,,,Cigadung Selatan,03/08,Cigadung,Cibeunying Kaler,KOTA BANDUNG,JAWA BARAT,"0,5",E2AA275BFC3A2C09E0531561F20A836A,NON ABMN,0,"0,5",,"2137668,451"
143,RUMAH NEGARA,004010200450799000KD,BPK PERWAKILAN PROVINSI JAWA BARAT,4010201010,2,Rumah Negara Golongan I Tipe D Permanen,,54,Baik,54,2007-12-10,"219.816.000,00",178600500,Digunakan sendiri untuk operasional,,,Lapangan Tembak No. C2,-,Cikutra,Cibeunying Kidul,KOTA BANDUNG,JAWA BARAT,"0,5",E2AA275BFC412C09E0531561F20A836A,NON ABMN,0,"0,5",,"431059,176"
144,RUMAH NEGARA,004010200450799000KD,BPK PERWAKILAN PROVINSI JAWA BARAT,4010201010,3,Rumah Negara Golongan I Tipe D Permanen,,54,Baik,54,2007-12-10,"219.816.000,00",178600500,Sewa,,,Lapangan Tembak No. C3,-,Cikutra,Cibeunying Kidul,KOTA BANDUNG,JAWA BARAT,"0,5",E2AA275BFC302C09E0531561F20A836A,BMN OPTIMALISASI,0,"0,5",,"431059,176"
146,RUMAH NEGARA,004010200450799000KD,BPK PERWAKILAN PROVINSI JAWA BARAT,4010201010,6,Rumah Negara Golongan I Tipe D Permanen,,54,Baik,54,2007-12-10,"219.816.000,00",178600500,Digunakan sendiri untuk operasional,,,Lapangan Tembak No. C6,-,Cikutra,Cibeunying Kidul,KOTA BANDUNG,JAWA BARAT,"0,5",E2AA275BFC422C09E0531561F20A836A,NON ABMN,0,"0,5",,"431059,176"
149,RUMAH NEGARA,004010300890594000KD,BADAN PEMERIKSA KEUANGAN RI PERWAKILAN PROVINSI JAWA TENGAH,4010201004,1,Rumah Negara Golongan I Tipe B Permanen,Rujab Kalan,Permanen,Baik,Rujab Kalan Permanen,2011-11-23,"850.229.000,00",623966356,Pinjam,,,Jl. Bukit Golf II No. 8,--/--,JANGLI,TEMBALANG,KOTA SEMARANG,JAWA TENGAH,"0,5",E1063820ADD83F1EE0531661F20A1C14,BMN OPTIMALISASI,0,"0,5",,"1667299,069"
170,RUMAH NEGARA,004010400003030000KD,BPK RI PERWAKILAN PROVINSI DIY (01. SEKJEN),4010201007,2,Rumah Negara Golongan I Tipe C Permanen,,70,Baik,70,2006-12-15,"221.341.900,00",182280922,Digunakan sendiri untuk operasional,,,DEMAKAN,34/09,TEGALREJO,TEGALREJO,KOTA YOGYAKARTA,DI YOGYAKARTA,"0,5",E1063826BEA63BB9E0531561F20A0A4B,NON ABMN,0,"0,5",,"434051,4659"
188,RUMAH NEGARA,004010500450800000KD,BPK PERWAKILAN PROVINSI JAWA TIMUR,4010201007,1,Rumah Negara Golongan I Tipe C Permanen,Rumah Jabatan Eselon 3,90,Baik,Rumah Jabatan Eselon 3 90,2012-04-04,"239.562.000,00",199186380,Digunakan sendiri untuk operasional,,,"Perumahan Permata Juanda No. D-1 (Desa Betro, Sedati, Sidoarjo)",,Betro,Sedati,KAB. SIDOARJO,JAWA TIMUR,"0,5",E1063837C504DA50E0531261F20A2937,NON ABMN,0,"0,5",,"469781,082"
192,RUMAH NEGARA,004010500450800000KD,BPK PERWAKILAN PROVINSI JAWA TIMUR,4010201010,15,Rumah Negara Golongan I Tipe D Permanen,Rumah Jabatan Eselon 4,,Baik,Rumah Jabatan Eselon 4,2011-12-06,"182.091.000,00",151052760,Digunakan sendiri untuk operasional,,,Perumahan Juanda Regency Nomor D-03,,Pabean,Sedati,KAB. SIDOARJO,JAWA TIMUR,"0,5",E1063837C4FDDA50E0531261F20A2937,NON ABMN,0,"0,5",,"357080,451"
195,RUMAH NEGARA,004010500450800000KD,BPK PERWAKILAN PROVINSI JAWA TIMUR,4010201010,18,Rumah Negara Golongan I Tipe D Permanen,Rumah Jabatan Eselon 4,,Baik,Rumah Jabatan Eselon 4,2011-12-06,"182.091.000,00",151052760,Pinjam,,,Perumahan Juanda Regency Nomor D-06,,Pabean,Sedati,KAB. SIDOARJO,JAWA TIMUR,"0,5",E1063837C4FCDA50E0531261F20A2937,BMN OPTIMALISASI,0,"0,5",,"357080,451"
221,RUMAH NEGARA,004010751003051000KD,BPK Perwakilan Provinsi Sumatera Utara,4010201007,1,Rumah Negara Golongan I Tipe C Permanen,Rumah Dinas,,Baik,Rumah Dinas,1984-07-30,"127.086.000,00",71018646,Digunakan sendiri untuk operasional,,,Jl. Taska No. 1,01/01,Helvetia Timur,Helvetia Timur,KOTA MEDAN,SUMATERA UTARA,"0,5",E1063848273F3F88E0531661F20A2985,NON ABMN,0,"0,5",,"249215,646"
225,RUMAH NEGARA,004010751003051000KD,BPK Perwakilan Provinsi Sumatera Utara,4010201010,2,Rumah Negara Golongan I Tipe D Permanen,Rumah,Permanen Luks,Baik,Rumah Permanen Luks,1984-07-30,"90.776.000,00",76134710,Digunakan sendiri untuk operasional,,,Jl. Taska No. 3,01/01,Helvetia Timur,Helvetia Timur,KOTA MEDAN,SUMATERA UTARA,"0,5",E106384827423F88E0531661F20A2985,NON ABMN,0,"0,5",,"178011,736"
226,RUMAH NEGARA,004010751003051000KD,BPK Perwakilan Provinsi Sumatera Utara,4010201010,3,Rumah Negara Golongan I Tipe D Permanen,Rumah,Permanen Luks,Baik,Rumah Permanen Luks,1984-07-30,"90.776.000,00",76134710,Digunakan sendiri untuk operasional,,,Jl. Taska No. 5,01/01,Helvetia Timur,Helvetia Timur,KOTA MEDAN,SUMATERA UTARA,"0,5",E1063848273C3F88E0531661F20A2985,NON ABMN,0,"0,5",,"178011,736"
227,RUMAH NEGARA,004010751003051000KD,BPK Perwakilan Provinsi Sumatera Utara,4010201010,4,Rumah Negara Golongan I Tipe D Permanen,Rumah,Permanen Luks,Baik,Rumah Permanen Luks,1984-07-30,"90.776.000,00",76134710,Digunakan sendiri untuk operasional,,,Jl. Taska No. 7,01/01,Helvetia Timur,Helvetia Timur,KOTA MEDAN,SUMATERA UTARA,"0,5",E106384827413F88E0531661F20A2985,NON ABMN,0,"0,5",,"178011,736"
228,RUMAH NEGARA,004010751003051000KD,BPK Perwakilan Provinsi Sumatera Utara,4010201010,5,Rumah Negara Golongan I Tipe D Permanen,Rumah,Permanen Luks,Baik,Rumah Permanen Luks,1984-07-30,"90.776.000,00",75975560,Digunakan sendiri untuk operasional,,,Jl. Taska No. 9,01/01,Helvetia Timur,Helvetia Timur,KOTA MEDAN,SUMATERA UTARA,"0,5",E106384827343F88E0531661F20A2985,NON ABMN,0,"0,5",,"178011,736"
242,RUMAH NEGARA,004010800890572000KD,BPK PERWAKILAN PROVINSI SUMATERA BARAT,4010201007,2,Rumah Negara Golongan I Tipe C Permanen,RUJAB ES III,C Permanen,Baik,RUJAB ES III C Permanen,2014-12-31,"246.114.000,00",206840490,Kerjasama,,,Green Riverside F-9 Zona A,002/VII,Koto Baru,Lubuk Begalung,KOTA PADANG,SUMATERA BARAT,"0,5",E2AA275C59102B74E0531561F20A28CD,BMN OPTIMALISASI,0,"0,5",,"482629,554"
243,RUMAH NEGARA,004010800890572000KD,BPK PERWAKILAN PROVINSI SUMATERA BARAT,4010201007,3,Rumah Negara Golongan I Tipe C Permanen,RUJAB ES III,C Permanen,Baik,RUJAB ES III C Permanen,2014-12-31,"279.274.000,00",234709000,Kerjasama,,,Perumahan Green Riverside Blok F/5,002/VII,Koto Baru,Lubuk Begalung,KOTA PADANG,SUMATERA BARAT,"0,5",E2AA275C58FD2B74E0531561F20A28CD,BMN OPTIMALISASI,0,"0,5",,"547656,314"
265,RUMAH NEGARA,004011000445243000KD,BPK PERWAKILAN PROVINSI JAMBI,4010201004,1,Rumah Negara Golongan I Tipe B Permanen,Rumah negara gol I Tipe B,B Permanen,Rusak Berat,Rumah negara gol I Tipe B B Permanen,2013-04-22,"1.128.808.000,00",942740746,Digunakan sendiri untuk operasional,,,Urip Sumoharjo,14,Sungai Putri,Telanaipura,JAMBI,JAMBI,"0,5",E106387BD9BDDACDE0531261F20A13C9,NON ABMN,0,"0,5",,"2213592,488"
266,RUMAH NEGARA,004011000445243000KD,BPK PERWAKILAN PROVINSI JAMBI,4010201007,1,Rumah Negara Golongan I Tipe C Permanen,rumah dinas eselon III,C Permanen,Rusak Berat,rumah dinas eselon III C Permanen,2012-10-16,"302.745.000,00",252287505,Digunakan sendiri untuk operasional,,,TELAGA,,SELAMAT,TELANAI PURA,JAMBI,JAMBI,"0,5",E106387BD9D1DACDE0531261F20A13C9,NON ABMN,0,"0,5",,"593682,945"
288,RUMAH NEGARA,004011100579213000KD,BPK RI PERWAKILAN PROVINSI SUMATERA SELATAN,4010201010,9,Rumah Negara Golongan I Tipe D Permanen,Rumah Dinas Eselon IV,54,Baik,Rumah Dinas Eselon IV 54,2005-12-30,"111.968.000,00",89869055,Kerjasama,,,KOMP. TJ. PENGHARAPAN NO.24 PALEMBANG,039/014,8 ILIR,ILIR TIMUR II,KOTA PALEMBANG,SUMATERA SELATAN,"0,5",E10638649E3E3C69E0531561F20A24E5,BMN OPTIMALISASI,0,"0,5",,"219569,248"
291,RUMAH NEGARA,004011100579213000KD,BPK RI PERWAKILAN PROVINSI SUMATERA SELATAN,4010202016,1,Rumah Negara Golongan II Berupa Mess/Asrama,Rumah Negara,-,Baik,Rumah Negara -,2005-12-30,"622.045.000,00",499272955,Pinjam,,,Jalan,Lunjuk Jaya,kota Palembang,Ilir Barat I,KOTA PALEMBANG,SUMATERA SELATAN,"0,5",E10638649E4D3C69E0531561F20A24E5,BMN OPTIMALISASI,0,"0,5",,"1219830,245"
294,RUMAH NEGARA,004011200445237000KD,BPK RI PERWAKILAN PROVINSI LAMPUNG,4010201004,1,Rumah Negara Golongan I Tipe B Permanen,,Rumah Jabatan,Baik,Rumah Jabatan,2012-04-15,"1.044.556.000,00",874247951,Pinjam,,,Cendana,2,Rawa Laut,Tanjung Karang Timur,KOTA BANDAR LAMPUNG,LAMPUNG,"0,5",E2AA275D94C62C53E0531561F20A6B7F,BMN OPTIMALISASI,0,"0,5",,"2048374,316"
300,RUMAH NEGARA,004011200445237000KD,BPK RI PERWAKILAN PROVINSI LAMPUNG,4010201010,3,Rumah Negara Golongan I Tipe D Permanen,RUMAH ESELON 4 NO 3,Rumah Jabatan,Baik,RUMAH ESELON 4 NO 3 Rumah Jabatan,2007-12-10,"104.375.000,00",84804687,Pinjam,,,Kayu Manis no. 1,09 LK. 1,Sepang Jaya,Kedaton,KOTA BANDAR LAMPUNG,LAMPUNG,"0,5",E2AA275D94BA2C53E0531561F20A6B7F,BMN OPTIMALISASI,0,"0,5",,"204679,375"
8,RUMAH NEGARA,002010199001012000KP,SEKRETARIAT JENDERAL DPR RI,4010201001,1,Rumah Negara Golongan I Tipe A Permanen,RUMAH SEKRETARIAT JENDERAL Jl.Gelora No.1,Permanen,Rusak Berat,RUMAH SEKRETARIAT JENDERAL Jl.Gelora No.1 Permanen,1986-01-01,"1.059.560.000,00",662973776,Digunakan sendiri untuk dinas jabatan,,,Jl.Gelora No.1,Rt.001/Rw.03,Gelora,Tanah Abang,KOTA JAKARTA PUSAT,DKI JAKARTA,"0,3",C4ED784B0588B30BE0531561F20A4B72,NON ABMN,0,"0,3",,"2077797,16"
